file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding
20210807_Tvib300K_Trot300K_10.spec,830000,300,296,300,300,cython,300,voigt,2.04626059532166,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628349121.51946,radis,60000,0,0,0,1,1,CO,CO_2000_10000_60000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00030303001403808594, 'reinitialize': {'copy_database': 0.003969430923461914, 'memory_usage_warning': 0.0015668869018554688, 'reset_population': 3.361701965332031e-05, 'value': 0.005590200424194336}, 'scaled_eq_linestrength': 0.007652759552001953, 'calc_lineshift': 0.0008616447448730469, 'calc_hwhm': 0.03467679023742676, 'generate_wavenumber_arrays': 0.015053987503051758, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.043410301208496094, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.004586458206176758, 'DLM_Distribute_lines': 0.02236771583557129, 'DLM_convolve': 1.873401165008545, 'value': 1.9466180801391602}, 'calc_other_spectral_quan': 0.03536701202392578, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,389355,boltzmann,6,5,0.01,0.01,10000,10150,2000,1850,cm-1,0.01,830001
20210807_Tvib300K_Trot300K_11.spec,1030000,300,296,300,300,cython,300,voigt,2.77001190185547,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628349129.25548,radis,60000,0,0,0,1,1,CO,CO_2000_12000_60000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00031447410583496094, 'reinitialize': {'copy_database': 0.0033392906188964844, 'memory_usage_warning': 0.0016374588012695312, 'reset_population': 3.743171691894531e-05, 'value': 0.005035877227783203}, 'scaled_eq_linestrength': 0.006627321243286133, 'calc_lineshift': 0.0007810592651367188, 'calc_hwhm': 0.04101991653442383, 'generate_wavenumber_arrays': 0.021225690841674805, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0459291934967041, 'DLM_Initialized_vectors': 1.1444091796875e-05, 'DLM_closest_matching_line': 0.006438493728637695, 'DLM_Distribute_lines': 0.02388739585876465, 'DLM_convolve': 2.5548019409179688, 'value': 2.6350550651550293}, 'calc_other_spectral_quan': 0.05982041358947754, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,471366,boltzmann,6,5,0.01,0.01,12000,12150,2000,1850,cm-1,0.01,1030001
20210807_Tvib300K_Trot300K_12.spec,1230000,300,296,300,300,cython,300,voigt,3.42801427841187,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628349138.36351,radis,60000,0,0,0,1,1,CO,CO_2000_14000_60000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004096031188964844, 'reinitialize': {'copy_database': 0.0038993358612060547, 'memory_usage_warning': 0.0015745162963867188, 'reset_population': 3.1948089599609375e-05, 'value': 0.0055255889892578125}, 'scaled_eq_linestrength': 0.007116794586181641, 'calc_lineshift': 0.0007932186126708984, 'calc_hwhm': 0.04333138465881348, 'generate_wavenumber_arrays': 0.031478166580200195, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06230473518371582, 'DLM_Initialized_vectors': 1.0251998901367188e-05, 'DLM_closest_matching_line': 0.006592512130737305, 'DLM_Distribute_lines': 0.0233004093170166, 'DLM_convolve': 3.190478563308716, 'value': 3.2864151000976562}, 'calc_other_spectral_quan': 0.05283021926879883, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,543823,boltzmann,6,5,0.01,0.01,14000,14150,2000,1850,cm-1,0.01,1230001
20210807_Tvib300K_Trot300K_13.spec,1430000,300,296,300,300,cython,300,voigt,2.70365285873413,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628349147.07553,radis,60000,0,0,0,1,1,CO,CO_2000_16000_60000_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00028324127197265625, 'reinitialize': {'copy_database': 0.003122568130493164, 'memory_usage_warning': 0.0015671253204345703, 'reset_population': 3.147125244140625e-05, 'value': 0.004739046096801758}, 'scaled_eq_linestrength': 0.006785154342651367, 'calc_lineshift': 0.0007681846618652344, 'calc_hwhm': 0.04043865203857422, 'generate_wavenumber_arrays': 0.029393672943115234, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04448699951171875, 'DLM_Initialized_vectors': 9.5367431640625e-06, 'DLM_closest_matching_line': 0.006640434265136719, 'DLM_Distribute_lines': 0.02548813819885254, 'DLM_convolve': 2.4781618118286133, 'value': 2.5589394569396973}, 'calc_other_spectral_quan': 0.06220579147338867, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,597654,boltzmann,6,5,0.01,0.01,16000,16150,2000,1850,cm-1,0.01,1430001
20210817_Tvib300K_Trot300K.spec,203000,300,296,300,300,,300,voigt,118.225672245026,0,True,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,False,False,1E-06,True,"1,2,3,4,5,6",1629197841.58759,radis,60000,0,0,False,True,1,CO,CO_2000_4000_60000_voigt,None,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003056526184082031, 'reinitialize': {'copy_database': 0.004055976867675781, 'memory_usage_warning': 0.00228118896484375, 'reset_population': 3.0517578125e-05, 'value': 0.006386280059814453}, 'scaled_eq_linestrength': 0.007516145706176758, 'calc_lineshift': 0.001024007797241211, 'calc_hwhm': 0.024058818817138672, 'generate_wavenumber_arrays': 0.004662752151489258, 'calc_line_broadening': {'init_vectors': 0.3725392818450928, 'voigt_broadening': 10.027503490447998, 'init_vectors_apply': 0.20967864990234375, 'get_matching_line': 0.002964019775390625, 'aggregate__center_lines': 1.0905725955963135, 'aggregate_wing_lines': 0.014200448989868164, 'value': 11.763738632202148}, 'calc_other_spectral_quan': 0.008689165115356445, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,True,X,True,101257,boltzmann,,,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,203002
20210817_Tvib300K_Trot300K_1.spec,403000,300,296,300,300,,300,voigt,118.893792629242,0,True,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,False,False,1E-06,True,"1,2,3,4,5,6",1629197855.11545,radis,60000,0,0,False,True,1,CO,CO_2000_6000_60000_voigt,None,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002982616424560547, 'reinitialize': {'copy_database': 0.005342721939086914, 'memory_usage_warning': 0.0015332698822021484, 'reset_population': 3.123283386230469e-05, 'value': 0.006923675537109375}, 'scaled_eq_linestrength': 0.007463693618774414, 'calc_lineshift': 0.0012156963348388672, 'calc_hwhm': 0.020486116409301758, 'generate_wavenumber_arrays': 0.007844209671020508, 'calc_line_broadening': {'init_vectors': 0.36452317237854004, 'voigt_broadening': 10.067638874053955, 'init_vectors_apply': 0.21071887016296387, 'get_matching_line': 0.0032656192779541016, 'aggregate__center_lines': 1.118987798690796, 'aggregate_wing_lines': 0.013518810272216797, 'value': 11.824681282043457}, 'calc_other_spectral_quan': 0.0159299373626709, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,True,X,True,196262,boltzmann,,,0.01,0.01,6000,6150,2000,1850,cm-1,0.01,403001
20210817_Tvib300K_Trot300K_2.spec,603000,300,296,300,300,,300,voigt,119.481225013733,0,True,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,False,False,1E-06,True,"1,2,3,4,5,6",1629197869.51132,radis,60000,0,0,False,True,1,CO,CO_2000_8000_60000_voigt,None,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004019737243652344, 'reinitialize': {'copy_database': 0.003482818603515625, 'memory_usage_warning': 0.0015535354614257812, 'reset_population': 3.0040740966796875e-05, 'value': 0.005083799362182617}, 'scaled_eq_linestrength': 0.007411003112792969, 'calc_lineshift': 0.0008590221405029297, 'calc_hwhm': 0.01793813705444336, 'generate_wavenumber_arrays': 0.012635231018066406, 'calc_line_broadening': {'init_vectors': 0.3607144355773926, 'voigt_broadening': 10.11698579788208, 'init_vectors_apply': 0.20857644081115723, 'get_matching_line': 0.003567934036254883, 'aggregate__center_lines': 1.110375165939331, 'aggregate_wing_lines': 0.013833284378051758, 'value': 11.861818790435791}, 'calc_other_spectral_quan': 0.026363372802734375, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,True,X,True,287845,boltzmann,,,0.01,0.01,8000,8150,2000,1850,cm-1,0.01,603001
20210817_Tvib300K_Trot300K_3.spec,803000,300,296,300,300,,300,voigt,116.971893310547,0,True,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,False,False,1E-06,True,"1,2,3,4,5,6",1629197884.6152,radis,60000,0,0,False,True,1,CO,CO_2000_10000_60000_voigt,None,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00036263465881347656, 'reinitialize': {'copy_database': 0.0059087276458740234, 'memory_usage_warning': 0.0015444755554199219, 'reset_population': 3.075599670410156e-05, 'value': 0.007500648498535156}, 'scaled_eq_linestrength': 0.006869077682495117, 'calc_lineshift': 0.0011665821075439453, 'calc_hwhm': 0.01957249641418457, 'generate_wavenumber_arrays': 0.013731718063354492, 'calc_line_broadening': {'init_vectors': 0.3669912815093994, 'voigt_broadening': 9.874237537384033, 'init_vectors_apply': 0.2109086513519287, 'get_matching_line': 0.003475666046142578, 'aggregate__center_lines': 1.0860979557037354, 'aggregate_wing_lines': 0.01378321647644043, 'value': 11.600774049758911}, 'calc_other_spectral_quan': 0.031889915466308594, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,True,X,True,375900,boltzmann,,,0.01,0.01,10000,10150,2000,1850,cm-1,0.01,803001
20210817_Tvib300K_Trot300K_4.spec,1003000,300,296,300,300,,300,voigt,120.052835941315,0,True,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,False,False,1E-06,True,"1,2,3,4,5,6",1629197900.5151,radis,60000,0,0,False,True,1,CO,CO_2000_12000_60000_voigt,None,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00034165382385253906, 'reinitialize': {'copy_database': 0.0033445358276367188, 'memory_usage_warning': 0.0015301704406738281, 'reset_population': 3.075599670410156e-05, 'value': 0.004921436309814453}, 'scaled_eq_linestrength': 0.006607532501220703, 'calc_lineshift': 0.0007994174957275391, 'calc_hwhm': 0.018970489501953125, 'generate_wavenumber_arrays': 0.017323970794677734, 'calc_line_broadening': {'init_vectors': 0.3606858253479004, 'voigt_broadening': 10.16193675994873, 'init_vectors_apply': 0.20836281776428223, 'get_matching_line': 0.003772735595703125, 'aggregate__center_lines': 1.0983655452728271, 'aggregate_wing_lines': 0.014253854751586914, 'value': 11.894254684448242}, 'calc_other_spectral_quan': 0.04140043258666992, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,True,X,True,458453,boltzmann,,,0.01,0.01,12000,12150,2000,1850,cm-1,0.01,1003001
20210817_Tvib300K_Trot300K_5.spec,1203000,300,296,300,300,,300,voigt,120.704281330109,0,True,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,False,False,1E-06,True,"1,2,3,4,5,6",1629197917.21101,radis,60000,0,0,False,True,1,CO,CO_2000_14000_60000_voigt,None,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00035834312438964844, 'reinitialize': {'copy_database': 0.004060506820678711, 'memory_usage_warning': 0.001514434814453125, 'reset_population': 3.0517578125e-05, 'value': 0.005621671676635742}, 'scaled_eq_linestrength': 0.0067653656005859375, 'calc_lineshift': 0.0007863044738769531, 'calc_hwhm': 0.018514633178710938, 'generate_wavenumber_arrays': 0.020597219467163086, 'calc_line_broadening': {'init_vectors': 0.3606858253479004, 'voigt_broadening': 10.181471586227417, 'init_vectors_apply': 0.2091834545135498, 'get_matching_line': 0.003916263580322266, 'aggregate__center_lines': 1.1273555755615234, 'aggregate_wing_lines': 0.014398813247680664, 'value': 11.944518804550171}, 'calc_other_spectral_quan': 0.05059242248535156, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,True,X,True,531767,boltzmann,,,0.01,0.01,14000,14150,2000,1850,cm-1,0.01,1203001
